time,Cache:adminBytes,Cache:avgBatchCACHEMODE,Cache:avgBatchCRITICAL,Cache:avgBatchDAEMON,Cache:avgBatchEVICTORTHREAD,Cache:avgBatchMANUAL,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:nBINsEvictedCACHEMODE,Cache:nBINsEvictedCRITICAL,Cache:nBINsEvictedDAEMON,Cache:nBINsEvictedEVICTORTHREAD,Cache:nBINsEvictedMANUAL,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsStripped,Cache:nBatchesCACHEMODE,Cache:nBatchesCRITICAL,Cache:nBatchesDAEMON,Cache:nBatchesEVICTORTHREAD,Cache:nBatchesMANUAL,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nEvictPasses,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesScanned,Cache:nNodesSelected,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsEvictedCACHEMODE,Cache:nUpperINsEvictedCRITICAL,Cache:nUpperINsEvictedDAEMON,Cache:nUpperINsEvictedEVICTORTHREAD,Cache:nUpperINsEvictedMANUAL,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:requiredEvictBytes,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:cleanerBackLog,Cleaning:fileDeletionBacklog,Cleaning:lnSizeCorrectionFactor,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerProbeRuns,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nToBeCleanedLNsProcessed,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2017-09-26T02:55:23Z,161,0,0,0,0,0,12779748,1467,9633859,0,0,0,0,0,0,25093,0,0,0,0,0,0,0,347,8,0,-18,1,6,12933,0,0,0,0,0, ,0,0,0,0,0,0,24435,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506393322935,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,97,117554928,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,23812,0,1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-26T02:56:23Z,161,0,0,0,0,0,12990020,1467,9844131,0,0,0,0,0,0,26905,0,0,0,0,0,0,0,356,8,0,-20,1,6,13762,0,0,0,0,0, ,0,0,0,0,0,0,26533,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506393322935,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,105,116001016,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,25765,0,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-26T02:57:23Z,161,0,0,0,0,0,12976276,1467,9830387,0,0,0,0,0,0,17868,0,0,0,0,0,0,0,354,8,0,-22,1,6,9284,0,0,0,0,0, ,0,0,0,0,0,0,17828,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506393322935,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,154,123894696,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,17456,0,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-26T02:58:23Z,161,0,0,0,0,0,12992908,1467,9847019,0,0,0,0,0,0,22042,0,0,0,0,0,0,0,357,8,0,-25,1,6,11746,0,0,0,0,0, ,0,0,0,0,0,0,22006,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506393322935,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,126,136042840,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,21568,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-26T02:59:23Z,161,0,0,0,0,0,13009260,1467,9863371,0,0,0,0,0,0,24257,0,0,0,0,0,0,0,358,8,0,-27,1,6,12953,0,0,0,0,0, ,0,0,0,0,0,0,24225,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506393322935,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,136,131217192,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,23775,0,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-26T03:00:23Z,161,0,0,0,0,0,13046052,1467,9900163,0,0,0,0,0,0,24351,0,0,0,0,0,0,0,362,8,0,-29,1,6,13088,0,0,0,0,0, ,0,0,0,0,0,0,24315,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506393322935,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,148,121946920,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,23862,0,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-26T03:01:23Z,161,0,0,0,0,0,13061756,1467,9915867,0,0,0,0,0,0,28277,0,0,0,0,0,0,0,365,8,0,-32,1,6,15457,0,0,0,0,0, ,0,0,0,0,0,0,28229,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506393322935,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,145,141877120,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,27703,0,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-26T03:02:23Z,161,0,0,0,0,0,13161692,1467,10015803,0,0,0,0,0,0,26128,0,0,0,0,0,0,0,372,8,0,-34,1,6,13523,0,0,0,0,0, ,0,0,0,0,0,0,26094,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506393322935,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,193,138949168,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,25442,0,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-26T03:03:23Z,161,0,0,0,0,0,13263060,1467,10117171,0,0,0,0,0,0,28015,0,0,0,0,0,0,0,378,8,0,-37,1,6,14368,0,0,0,0,0, ,0,0,0,0,0,0,27970,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506393322935,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,156,146571064,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,27124,0,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-26T03:04:23Z,161,0,0,0,0,0,13401188,1467,10255299,0,0,0,0,0,0,28181,0,0,0,0,0,0,0,387,8,0,-39,1,6,14168,0,0,0,0,0, ,0,0,0,0,0,0,28147,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506393322935,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,106,134469552,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,27257,0,881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-26T03:05:23Z,161,0,0,0,0,0,13564380,1467,10418491,0,0,0,0,0,0,28263,0,0,0,0,0,0,0,398,8,0,-40,1,6,14089,0,0,0,0,0, ,0,0,0,0,0,0,28243,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506393322935,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,106,159343184,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,27455,0,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-26T03:06:23Z,161,0,0,0,0,0,13584940,1467,10439051,0,0,0,0,0,0,11501,0,0,0,0,0,0,0,402,8,0,-43,1,6,6391,0,0,0,0,0, ,0,0,0,0,0,0,11449,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506393322935,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,43,142847792,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,400,0,16,0,800,0,0,0,0,0,0,0,0,0,0,11003,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-26T03:07:23Z,161,0,0,0,0,0,13706404,1467,10560515,0,0,0,0,0,0,24199,0,0,0,0,0,0,0,407,8,0,-45,1,6,12330,0,0,0,0,0, ,0,0,0,0,0,0,24175,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506393322935,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,87,144634240,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,23456,0,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-26T03:08:23Z,161,0,0,0,0,0,13729428,1467,10583539,0,0,0,0,0,0,26847,0,0,0,0,0,0,0,411,8,0,-48,1,6,14309,0,0,0,0,0, ,0,0,0,0,0,0,26795,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506393322935,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,101,153918080,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,26228,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-26T03:09:23Z,161,0,0,0,0,0,13744180,1467,10598291,0,0,0,0,0,0,22120,0,0,0,0,0,0,0,415,8,0,-51,1,6,11868,0,0,0,0,0, ,0,0,0,0,0,0,22078,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506393322935,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,96,171165408,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,21577,0,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-26T03:10:23Z,161,0,0,0,0,0,13767284,1467,10621395,0,0,0,0,0,0,21732,0,0,0,0,0,0,0,417,8,0,-53,1,6,11553,0,0,0,0,0, ,0,0,0,0,0,0,21694,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506393322935,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,93,160725088,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,21175,0,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-26T03:11:23Z,161,0,0,0,0,0,13782756,1467,10636867,0,0,0,0,0,0,26745,0,0,0,0,0,0,0,417,8,0,-55,1,6,13680,0,0,0,0,0, ,0,0,0,0,0,0,26713,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506393322935,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,132,158187208,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,26263,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-26T03:12:23Z,161,0,0,0,0,0,13815212,1467,10669323,0,0,0,0,0,0,26860,0,0,0,0,0,0,0,423,8,0,-56,1,6,12550,0,0,0,0,0, ,0,0,0,0,0,0,26844,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506393322935,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,125,168273808,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,26615,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-26T03:13:23Z,161,0,0,0,0,0,13726260,1467,10580371,0,0,0,0,0,0,24897,0,0,0,0,0,0,0,422,8,0,-58,1,6,11883,0,0,0,0,0, ,0,0,0,0,0,0,24859,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506393322935,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,138,163107024,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,24805,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-26T03:14:23Z,161,0,0,0,0,0,13668668,1467,10522779,0,0,0,0,0,0,23744,0,0,0,0,0,0,0,420,8,0,-61,1,6,11400,0,0,0,0,0, ,0,0,0,0,0,0,23708,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506393322935,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,155,174525152,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,23533,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-26T03:15:23Z,161,0,0,0,0,0,13603484,1467,10457595,0,0,0,0,0,0,8065,0,0,0,0,0,0,0,419,8,0,-62,1,6,4565,0,0,0,0,0, ,0,0,0,0,0,0,8039,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506393322935,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,112,172596816,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,7963,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-26T03:16:23Z,161,0,0,0,0,0,13815100,1467,10669211,0,0,0,0,0,0,13028,0,0,0,0,0,0,0,432,8,0,-64,1,6,5946,0,0,0,0,0, ,0,0,0,0,0,0,12998,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506393322935,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,96,188134608,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,11944,0,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-26T03:17:23Z,161,0,0,0,0,0,13810500,1467,10664611,0,0,0,0,0,0,10805,0,0,0,0,0,0,0,431,8,0,-66,1,6,5794,0,0,0,0,0, ,0,0,0,0,0,0,10779,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506393322935,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,71,168607208,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,10533,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-26T03:18:23Z,161,0,0,0,0,0,13869948,1467,10724059,0,0,0,0,0,0,19262,0,0,0,0,0,0,0,436,9,0,-68,1,6,9955,0,0,0,0,0, ,0,0,0,0,0,0,19228,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506393322935,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,95,173596552,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,18709,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-26T03:19:23Z,161,0,0,0,0,0,13790020,1467,10644131,0,0,0,0,0,0,16805,0,0,0,0,0,0,0,433,9,0,-72,1,6,9058,0,0,0,0,0, ,0,0,0,0,0,0,16761,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506393322935,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,145,183051872,2,0,0,0,0,0,0,0,0,0,0,2,0,4,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,16700,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-26T03:20:23Z,161,0,0,0,0,0,13764452,1467,10618563,0,0,0,0,0,0,7071,0,0,0,0,0,0,0,431,9,0,-75,1,6,4026,0,0,0,0,0, ,0,0,0,0,0,0,7043,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506393322935,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,151,184765304,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,6893,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-26T03:21:23Z,161,0,0,0,0,0,13750964,1467,10605075,0,0,0,0,0,0,11006,0,0,0,0,0,0,0,433,9,0,-78,1,6,6118,0,0,0,0,0, ,0,0,0,0,0,0,10962,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506393322935,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,114,194006608,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,10524,0,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-26T03:22:23Z,161,0,0,0,0,0,13821372,1467,10675483,0,0,0,0,0,0,14699,0,0,0,0,0,0,0,438,10,0,-80,1,5,7573,0,0,0,0,0, ,0,0,0,0,0,0,14673,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506393322935,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,85,189302392,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,14187,0,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-26T03:23:23Z,161,0,0,0,0,0,13790292,1467,10644403,0,0,0,0,0,0,11055,0,0,0,0,0,0,0,440,10,0,-82,1,5,6092,0,0,0,0,0, ,0,0,0,0,0,0,11021,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506393322935,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,70,192255072,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,10739,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-26T03:24:23Z,161,0,0,0,0,0,13757452,1467,10611563,0,0,0,0,0,0,8540,0,0,0,0,0,0,0,440,10,0,-83,1,5,4909,0,0,0,0,0, ,0,0,0,0,0,0,8520,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506393322935,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,79,202545976,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,8436,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
